ID,Region,Gender,Degree,Marital,Religion,Happy,Income,Politics,GunLaw,OwnGun,SpendMilitary,SpendEduc,SpendEnv,SpendCity,Pres16,Age
196,Pacific,Male,Bachelor,Never Married,Protestant,NA,Above Average,Conservative,NA,Strongly Agree,NA,NA,About Right,About Right,Romney,60
197,Foreign,Female,Lt High School,Divorced,Catholic,NA,Far Below Average,Extrmly Conservative,Not Legal,Agree,NA,NA,About Right,Too Little,Romney,53
198,Foreign,Male,High School,Married,None,Pretty Happy,Average,Slightly Liberal,NA,Disagree,About Right,Too Little,Too Little,Too Little,Obama,69
199,Pacific,Female,Bachelor,Married,None,Very Happy,Below Average,Moderate,Legal,Strongly Disagree,NA,NA,About Right,Too Little,Obama,38
200,Pacific,Female,High School,Married,Christian,Very Happy,Average,Conservative,NA,Strongly Disagree,NA,NA,Too Little,NA,Romney,48
201,Pacific,Male,Bachelor,Never Married,Protestant,NA,Above Average,Moderate,NA,Strongly Agree,NA,NA,About Right,Too Little,NA,30
202,Pacific,Male,High School,Never Married,None,NA,Far Below Average,Moderate,NA,NA,Too Much,Too Little,Too Little,Too Little,NA,29
203,E. Nor. Central,Female,Bachelor,Married,Jewish,Very Happy,Average,Liberal,Legal,NA,NA,NA,Too Little,Too Little,Obama,68
204,Pacific,Female,High School,Married,Protestant,Pretty Happy,Above Average,Moderate,NA,NA,NA,NA,Too Little,About Right,NA,64
205,Foreign,Male,Graduate,Married,Protestant,Very Happy,Far Below Average,Liberal,Not Legal,NA,NA,Too Little,NA,About Right,NA,43
206,New England,Female,High School,Widowed,Other,NA,Below Average,Moderate,Legal,NA,NA,NA,Too Little,Too Little,NA,69
207,Pacific,Male,High School,Married,None,Pretty Happy,Average,Conservative,NA,Disagree,Too Much,Too Much,About Right,Too Little,NA,47
208,Pacific,Male,High School,Married,Protestant,Very Happy,Above Average,Extrmly Conservative,Not Legal,NA,Too Much,Too Little,Too Much,Too Little,Romney,57
209,Pacific,Male,Graduate,Married,Catholic,Pretty Happy,Far Below Average,Liberal,Legal,Disagree,Too Little,Too Little,About Right,Too Little,Obama,50
210,Pacific,Female,High School,Never Married,Catholic,NA,Average,Moderate,Not Legal,NA,NA,NA,About Right,Too Little,Obama,25
211,Pacific,Male,High School,Divorced,Buddhism,NA,Average,Extremely Liberal,Legal,NA,NA,NA,Too Little,Too Little,Obama,75
212,Pacific,Male,High School,Married,Catholic,Very Happy,Far Below Average,Conservative,Not Legal,Disagree,Too Much,Too Little,About Right,About Right,Romney,46
213,Pacific,Female,Lt High School,Divorced,Catholic,NA,Above Average,Moderate,NA,NA,NA,NA,About Right,Too Little,NA,77
214,Pacific,Female,Lt High School,Never Married,None,NA,Average,Moderate,Legal,NA,NA,NA,About Right,About Right,NA,18
215,Pacific,Female,High School,Married,Protestant,Pretty Happy,Below Average,Conservative,NA,NA,NA,NA,Too Little,Too Little,Romney,62
216,Pacific,Female,Junior College,Married,Catholic,Pretty Happy,Average,Moderate,NA,Disagree,NA,NA,About Right,Too Little,Obama,30
217,Pacific,Female,Lt High School,Widowed,Catholic,NA,Below Average,NA,Legal,NA,Too Little,Too Little,Too Little,Too Little,NA,70
218,Foreign,Male,Lt High School,Married,None,Very Happy,Below Average,Slightly Liberal,Not Legal,Agree,NA,NA,About Right,Too Little,NA,50
219,Pacific,Female,High School,Separated,Catholic,NA,Above Average,Conservative,NA,NA,Too Little,Too Little,Too Much,Too Little,NA,44
220,Pacific,Female,High School,Married,Protestant,Very Happy,Average,Liberal,Not Legal,Disagree,About Right,About Right,About Right,Too Little,NA,33
221,Pacific,Female,Graduate,Married,Protestant,Very Happy,Average,Conservative,Legal,Agree,NA,NA,About Right,About Right,Romney,34
222,W. Nor. Central,Female,Bachelor,Married,None,Pretty Happy,Average,Extremely Liberal,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,Obama,46
223,Foreign,Male,High School,Married,Protestant,Very Happy,Below Average,Moderate,NA,Agree,Too Little,Too Little,Too Little,Too Little,NA,51
224,Pacific,Male,High School,Never Married,Protestant,NA,Average,Conservative,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,28
225,Pacific,Male,Bachelor,Divorced,Catholic,NA,Far Below Average,Moderate,NA,Disagree,NA,NA,Too Much,Too Much,NA,74
226,Pacific,Female,High School,Never Married,Protestant,NA,Far Below Average,Moderate,Legal,Strongly Agree,NA,NA,Too Little,Too Little,Obama,29
227,Pacific,Male,Lt High School,Married,Catholic,Very Happy,Average,Liberal,NA,NA,Too Little,Too Little,Too Much,Too Little,NA,49
228,Pacific,Female,Bachelor,Never Married,Protestant,NA,Below Average,Slightly Liberal,Legal,Agree,NA,NA,Too Little,Too Little,Obama,28
229,Pacific,Female,High School,Separated,Catholic,NA,Below Average,Slghtly Conservative,NA,NA,Too Much,Too Little,Too Little,Too Little,Obama,48
230,Pacific,Female,High School,Never Married,Protestant,NA,Above Average,Moderate,Legal,Disagree,NA,NA,Too Little,Too Little,NA,24
231,Foreign,Female,High School,Divorced,Protestant,NA,Below Average,Moderate,Legal,Agree,NA,NA,About Right,NA,NA,51
232,Pacific,Female,Bachelor,Divorced,Protestant,NA,Average,Conservative,Not Legal,Strongly Disagree,NA,NA,Too Little,About Right,NA,42
233,Foreign,Male,Bachelor,Married,Catholic,Very Happy,Average,Moderate,Not Legal,Disagree,NA,NA,Too Little,About Right,Obama,44
234,Pacific,Female,High School,Married,Protestant,Very Happy,Above Average,Extremely Liberal,NA,NA,NA,NA,About Right,Too Little,NA,33
235,Pacific,Male,High School,Married,None,Very Happy,Average,Slghtly Conservative,Not Legal,Agree,Too Much,Too Much,Too Little,Too Much,NA,29
236,W. Sou. Central,Female,Bachelor,Married,None,Very Happy,Average,Liberal,Legal,Strongly Agree,NA,NA,Too Little,NA,Obama,48
237,E. Nor. Central,Female,Lt High School,Widowed,Protestant,NA,Below Average,Moderate,NA,Disagree,NA,Too Little,Too Little,Too Little,Romney,62
238,Pacific,Female,High School,Widowed,Protestant,NA,Average,Conservative,Not Legal,NA,NA,NA,About Right,About Right,Romney,88
239,Pacific,Male,Graduate,Married,Catholic,Very Happy,Average,Slghtly Conservative,Legal,Strongly Disagree,Too Much,Too Little,Too Much,About Right,Romney,65
240,Pacific,Female,High School,Married,None,Pretty Happy,Below Average,Slightly Liberal,NA,NA,NA,NA,About Right,NA,Obama,28
241,Pacific,Female,Junior College,Married,Protestant,Pretty Happy,Average,Moderate,Not Legal,Disagree,About Right,About Right,About Right,Too Little,Obama,58
242,Pacific,Male,High School,Never Married,None,NA,Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,NA,26
243,E. Nor. Central,Female,High School,Married,Catholic,NA,Average,Extrmly Conservative,Legal,Agree,Too Much,Too Little,About Right,Too Little,Romney,61
244,Pacific,Female,High School,Married,Catholic,Pretty Happy,Above Average,Slightly Liberal,NA,Disagree,NA,NA,About Right,Too Little,Obama,30
245,Pacific,Female,High School,Never Married,None,NA,Far Below Average,Liberal,Legal,Agree,NA,NA,Too Much,About Right,NA,22
246,Pacific,Female,High School,Never Married,Catholic,NA,Average,Moderate,NA,Agree,NA,NA,About Right,About Right,NA,24
247,Pacific,Male,High School,Never Married,Catholic,NA,Average,Moderate,Legal,Disagree,Too Much,About Right,About Right,About Right,Obama,29
248,E. Nor. Central,Male,High School,Widowed,Protestant,NA,Average,Moderate,Not Legal,NA,Too Much,About Right,Too Little,Too Little,Obama,70
249,W. Sou. Central,Male,Graduate,Never Married,None,NA,Far Below Average,Moderate,Legal,NA,Too Much,About Right,Too Little,Too Little,NA,34
250,E. Nor. Central,Male,High School,Married,Jewish,Very Happy,Average,Slghtly Conservative,NA,NA,About Right,Too Little,About Right,About Right,NA,66
251,E. Nor. Central,Female,High School,Divorced,None,NA,Below Average,Slghtly Conservative,Legal,NA,NA,NA,Too Little,About Right,Romney,84
252,E. Nor. Central,Male,Bachelor,Married,None,Very Happy,Below Average,Slightly Liberal,Legal,Agree,Too Much,Too Little,Too Little,Too Little,Obama,37
253,E. Nor. Central,Female,Junior College,Divorced,Protestant,NA,Average,Liberal,Legal,NA,About Right,Too Little,Too Little,About Right,NA,61
254,E. Nor. Central,Female,High School,Never Married,Protestant,NA,Far Above Average,Conservative,Not Legal,NA,NA,NA,Too Little,Too Little,Obama,58
255,E. Nor. Central,Male,Lt High School,Divorced,Protestant,NA,Below Average,Slightly Liberal,NA,NA,Too Much,Too Little,Too Much,Too Little,Obama,88
256,Foreign,Female,Lt High School,Separated,Protestant,NA,Below Average,Extremely Liberal,NA,NA,Too Little,Too Little,Too Little,About Right,NA,80
257,E. Nor. Central,Male,High School,Never Married,None,NA,Below Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,Obama,36
258,E. Nor. Central,Female,Bachelor,Never Married,None,NA,Below Average,Liberal,NA,Disagree,NA,NA,Too Little,About Right,NA,33
259,E. Nor. Central,Male,Bachelor,Widowed,Catholic,NA,Average,Moderate,NA,NA,About Right,Too Much,Too Much,About Right,Obama,81
260,E. Nor. Central,Male,High School,Married,Catholic,Pretty Happy,Average,Slghtly Conservative,Legal,Disagree,NA,NA,About Right,About Right,Obama,31
261,Middle Atlantic,Female,Bachelor,Married,Catholic,Pretty Happy,Average,Liberal,NA,NA,NA,NA,Too Little,Too Little,Obama,69
262,E. Nor. Central,Male,Bachelor,Never Married,Protestant,NA,Above Average,Liberal,Legal,Disagree,About Right,Too Little,Too Little,About Right,Obama,26
263,E. Nor. Central,Male,Bachelor,Married,Christian,Very Happy,Average,Moderate,Legal,Agree,NA,NA,About Right,Too Little,Romney,45
264,E. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Average,Conservative,Legal,Disagree,About Right,Too Little,Too Little,Too Little,Romney,54
265,E. Nor. Central,Female,Bachelor,Married,Catholic,Pretty Happy,Above Average,Slghtly Conservative,NA,NA,NA,NA,Too Little,About Right,Romney,61
266,E. Nor. Central,Male,High School,Never Married,Buddhism,NA,Below Average,Liberal,Legal,NA,NA,NA,Too Little,Too Little,NA,19
267,Foreign,Male,Bachelor,Separated,None,NA,Far Below Average,Liberal,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,NA,58
268,E. Nor. Central,Female,Junior College,Divorced,Catholic,NA,Below Average,Moderate,Legal,Agree,Too Little,About Right,About Right,About Right,Obama,50
269,E. Nor. Central,Male,Bachelor,Never Married,Catholic,NA,Average,Slightly Liberal,Legal,Disagree,Too Much,About Right,Too Little,About Right,Obama,36
270,E. Nor. Central,Female,High School,Never Married,Catholic,NA,Below Average,Liberal,NA,Strongly Agree,About Right,Too Little,Too Little,Too Little,NA,27
271,E. Nor. Central,Male,High School,Never Married,Catholic,NA,Average,Moderate,Not Legal,Agree,NA,NA,Too Little,About Right,NA,51
272,Foreign,Male,Bachelor,Married,Catholic,Very Happy,Far Below Average,Slghtly Conservative,NA,Disagree,About Right,About Right,Too Little,About Right,NA,48
273,E. Nor. Central,Female,High School,Never Married,Catholic,NA,Average,Slightly Liberal,Legal,Agree,Too Little,About Right,Too Little,Too Little,Obama,29
274,E. Nor. Central,Female,Graduate,Divorced,Protestant,NA,Below Average,Extremely Liberal,NA,Disagree,Too Little,Too Little,Too Little,Too Little,Obama,65
275,E. Nor. Central,Female,Bachelor,Never Married,Protestant,NA,Above Average,Liberal,Not Legal,NA,About Right,About Right,Too Little,Too Little,Obama,67
276,Mountain,Male,Bachelor,Married,None,Very Happy,Average,Slightly Liberal,Legal,Agree,About Right,Too Little,Too Little,About Right,Obama,53
277,E. Nor. Central,Male,Graduate,Married,None,Very Happy,Above Average,Liberal,Legal,Agree,About Right,About Right,Too Little,Too Little,Obama,45
278,E. Nor. Central,Female,High School,Divorced,None,NA,Above Average,Liberal,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,36
279,E. Nor. Central,Male,High School,Married,None,Pretty Happy,Above Average,Extrmly Conservative,Legal,Agree,Too Much,Too Much,Too Much,Too Much,Other Candidate (Specify),60
280,E. Nor. Central,Female,Bachelor,Married,Christian,Very Happy,Average,Moderate,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,63
281,E. Nor. Central,Female,High School,Divorced,Protestant,NA,Above Average,Moderate,NA,Strongly Agree,Too Much,Too Little,Too Little,About Right,Romney,52
282,E. Nor. Central,Male,High School,Married,None,Pretty Happy,Average,Liberal,Legal,Strongly Disagree,NA,NA,Too Little,About Right,NA,34
283,E. Nor. Central,Male,High School,Married,Catholic,Pretty Happy,Average,Slghtly Conservative,Legal,Disagree,Too Much,About Right,About Right,Too Much,NA,58
284,South Atlantic,Male,High School,Married,Protestant,Pretty Happy,Below Average,Slghtly Conservative,NA,NA,NA,NA,About Right,About Right,Romney,63
285,E. Nor. Central,Female,Bachelor,Divorced,None,NA,Below Average,Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,71
286,E. Nor. Central,Female,High School,Married,Catholic,Very Happy,Below Average,Moderate,Legal,NA,Too Much,Too Little,About Right,Too Little,Obama,67
287,W. Nor. Central,Female,Bachelor,Divorced,Protestant,NA,Average,Moderate,Legal,NA,About Right,About Right,About Right,NA,Obama,65
288,New England,Female,High School,Never Married,None,NA,Above Average,Slightly Liberal,NA,Disagree,Too Much,Too Little,About Right,Too Little,Obama,39
289,E. Nor. Central,Female,High School,Separated,Protestant,NA,Average,Moderate,NA,Strongly Disagree,About Right,Too Little,Too Little,About Right,NA,46
290,E. Nor. Central,Female,High School,Widowed,Catholic,NA,Below Average,Slightly Liberal,NA,NA,Too Much,Too Little,About Right,Too Little,Obama,83
291,E. Nor. Central,Male,Bachelor,Divorced,Protestant,NA,Average,Extrmly Conservative,Legal,Disagree,NA,NA,Too Much,Too Little,Romney,59
292,E. Nor. Central,Female,Graduate,Married,Catholic,Pretty Happy,Average,Moderate,Legal,Disagree,NA,Too Little,Too Little,NA,NA,63
293,E. Nor. Central,Female,High School,Never Married,None,NA,Far Above Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,NA,38
294,E. Nor. Central,Male,High School,Divorced,Catholic,NA,Below Average,Slghtly Conservative,NA,Disagree,Too Much,Too Little,About Right,Too Little,Romney,50
295,E. Nor. Central,Female,High School,Never Married,None,NA,Below Average,NA,Not Legal,NA,NA,NA,About Right,About Right,NA,18
296,E. Nor. Central,Female,Bachelor,Married,None,Pretty Happy,Average,Liberal,NA,Agree,NA,NA,About Right,Too Little,Obama,45
297,South Atlantic,Female,Lt High School,Never Married,Catholic,NA,Average,Slghtly Conservative,Legal,NA,NA,NA,About Right,Too Little,NA,18
298,South Atlantic,Male,Graduate,Never Married,Protestant,NA,Above Average,Slightly Liberal,NA,NA,Too Much,NA,Too Little,Too Little,Obama,39
299,Middle Atlantic,Female,Graduate,Never Married,Catholic,NA,Above Average,Moderate,NA,Strongly Disagree,NA,NA,Too Little,Too Little,Obama,31
300,Middle Atlantic,Female,Bachelor,Never Married,Protestant,NA,Above Average,Moderate,Legal,Disagree,Too Little,Too Little,NA,Too Little,Romney,44
301,South Atlantic,Female,Bachelor,Married,Protestant,Very Happy,Average,Slightly Liberal,Not Legal,Strongly Disagree,NA,NA,About Right,Too Little,Obama,46
302,E. Nor. Central,Female,High School,Married,Protestant,Pretty Happy,Average,Extrmly Conservative,Not Legal,NA,NA,NA,About Right,About Right,Romney,56
303,South Atlantic,Male,High School,Married,Protestant,Very Happy,Average,Moderate,NA,Disagree,About Right,Too Little,Too Little,Too Little,Obama,37
304,E. Nor. Central,Female,Graduate,Divorced,Protestant,NA,Far Below Average,Liberal,Legal,Agree,About Right,Too Little,Too Little,Too Little,Obama,52
305,South Atlantic,Male,High School,Married,Protestant,Very Happy,Average,Moderate,Legal,Disagree,Too Much,Too Much,About Right,About Right,NA,69
306,South Atlantic,Male,High School,Separated,None,NA,Below Average,Liberal,NA,Disagree,Too Little,Too Little,About Right,Too Little,NA,34
307,South Atlantic,Male,Bachelor,Never Married,Protestant,NA,Above Average,Conservative,Not Legal,Disagree,NA,NA,About Right,About Right,Didn'T Vote For President,25
308,Foreign,Male,Lt High School,Never Married,None,NA,Average,Moderate,NA,Disagree,About Right,NA,NA,NA,NA,33
309,South Atlantic,Female,High School,Divorced,Protestant,NA,Above Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,Obama,45
310,South Atlantic,Male,Bachelor,Married,Protestant,Very Happy,Below Average,Slightly Liberal,Legal,NA,NA,NA,Too Little,Too Much,Obama,57
311,South Atlantic,Male,High School,Divorced,Protestant,NA,Average,Slghtly Conservative,NA,NA,NA,NA,Too Little,About Right,Obama,77
312,South Atlantic,Male,Bachelor,Never Married,Protestant,NA,Average,Moderate,NA,Disagree,Too Much,About Right,Too Little,About Right,Obama,29
313,South Atlantic,Male,Graduate,Widowed,Jewish,NA,Below Average,Extremely Liberal,Legal,Agree,NA,NA,Too Little,Too Little,Obama,58
314,Middle Atlantic,Male,Graduate,Married,None,Very Happy,Average,Slightly Liberal,Legal,Agree,About Right,Too Little,Too Little,Too Little,Obama,42
315,South Atlantic,Male,High School,Divorced,None,NA,Average,Moderate,NA,Disagree,NA,NA,Too Little,NA,Obama,65
316,Middle Atlantic,Female,Bachelor,Never Married,Christian,NA,Above Average,Slghtly Conservative,Legal,Strongly Agree,About Right,Too Little,About Right,Too Little,Obama,25
317,Middle Atlantic,Male,Graduate,Married,Jewish,Very Happy,Above Average,Conservative,NA,NA,About Right,Too Little,About Right,Too Little,Romney,76
318,South Atlantic,Female,High School,Widowed,Protestant,NA,Far Below Average,Slghtly Conservative,Not Legal,NA,About Right,Too Much,Too Little,NA,Obama,73
319,South Atlantic,Female,Graduate,Married,Jewish,Very Happy,Average,Conservative,Not Legal,Agree,NA,NA,Too Little,Too Little,Romney,34
320,South Atlantic,Male,High School,Married,Christian,Very Happy,Far Below Average,Conservative,NA,Disagree,Too Much,Too Little,Too Little,Too Little,Obama,51
321,E. Nor. Central,Female,High School,Married,Catholic,Pretty Happy,Average,Conservative,Not Legal,NA,NA,NA,About Right,About Right,Romney,78
322,South Atlantic,Male,High School,Married,Protestant,Very Happy,Average,Liberal,NA,Disagree,NA,NA,About Right,About Right,Obama,53
323,Foreign,Male,Lt High School,Married,Protestant,Pretty Happy,Below Average,NA,NA,NA,About Right,Too Much,NA,About Right,Obama,83
